,input,category,target_scores
674,MUQGEW 2018 New Arrival Leopard Printed Bikini Set High Waist Swimsuit Women Swimwear Retro Bathing Suit Bandeau Beachwear Biqui,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Print': 1}, 'Model Number': {'Swimsuit': 1}, 'Brand Name': {'MUQGEW': 1}}"
675,UMLIFE Men Swimming Trunks Briefs  Men&#39;s Swimsuits Dry Quick Boxer Briefs Sunga Mayo Breathable Beach Shorts Swimwear ,Swimwear,"{'Gender': {'Men': 1}, 'Brand Name': {'UMLIFE': 1}, 'Model Number': {'n/a': 1}}"
676,Swimming Trunks Male Swimwear Beach Shorts Men Swimsuit Solid Sport Rashgard Men&#39;s Swimsuits Mens Briefs Boxers Beachwear,Swimwear,"{'Pattern': {'Solid': 1}, 'Gender': {'Men': 1}}"
677,2018 Children Swimwear One Pieces Boys Swimsuits Kids Bathing Suits New Born Baby Swimsuit Child Beach Wear Diving Swimming Suit,Swimwear,"{'Gender': {'Boys': 1}, 'Feature': {'Children Swimwear': 1, 'Kids Bathing Suits': 1, 'New Born Baby Swimsuit': 1}}"
678,Women Retro Pinup Rockabilly Dot Vintage Sexy High Waist Bikinis Set Swimsuit Swimwear Push Up Bathing Suit Beachwear Bikini,Swimwear,"{'Pattern': {'Dot': 1}, 'Gender': {'Women': 1}}"
679,One Pieces Women Swimsuit Solid Bikinis Long Sleeve Bathing Suit Letter Print Swimwear Surfing Swim Sexy Jumpsuit Elastic Romper,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}}"
680,HNMCHIEF Brand New Gay Mens Swim Trunks Briefs Boxers Sexy Swimwear Swimsuits Top Quality Man Beachwear Surfing Bathing Suit,Swimwear,"{'Gender': {'Men': 1}, 'Brand Name': {'HNMCHIEF': 1}}"
681,Sexy Swimmer Women&#39;s Push Up Padded One Pieces Swimsuit Monokini Lace Up Swimwear Bikini Sets Solid,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}}"
682,9 colors bikini men Sexy Swim Briefs Mens Swimming Trunks Swimwear Men&#39;s design brief low waist men swimsuit black gay 468,Swimwear,"{'Gender': {'Men': 1}, 'Model Number': {'468': 1}}"
683,New Design Men Swimwear  Swimming Wear Beach Mens Rogue Bikinis  Men Swim Briefs Underwear (XS S M L XL) Free Shipping,Swimwear,"{'Gender': {'Men': 1}, 'Style': {'n/a': 1}}"
684,Off Shoulder Bikini Women&#39;S Beach Brazilian May Bikinis Set Sexy Bath Swimwear Female Swimsuit Zip Front Thong Bikini Set,Swimwear,"{'Gender': {'Women': 1}, 'Model Number': {'n/a': 1}}"
685,BTLIGE Sexy Bikini 2018 Print Swimming Suit for Women Swimwear Female Bathing Suit High Waist Bikinis Set Plus Size Monokini ,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'BTLIGE': 1}}"
686,MUQGEW Brand Bikinis 2018 Floral Printed Bikinis Set Two-piece Swimsuit Women Swimwear Sexy Thong Bathing Suit Female Biquinis,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Floral': 1}, 'Model Number': {'Swimsuit': 1}, 'Brand Name': {'MUQGEW': 1}}"
687,XXXL Women Swimwear One Pieces Swimsuit Floral Printed high waist bathing suits Plus Size Swimwear Brazilian Vintage Bikini Sexy,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Print': 1}}"
688,Taddlee Brand Sexy Mens Swimwear Swimsuits Swim Briefs Bikini Men Swimming Surfing Board Shorts Trunks Gay Penis Pouch Low Waist,Swimwear,"{'Gender': {'Men': 1}, 'Description': {'Sexy Mens Swimwear': 1, 'Men Swimming Surfing Board Shorts': 1}}"
689,FENICAL Baby Girls Two Pieces Bikini Set Beach Swimwear Swimsuit Rainbow Striped Bathing Suits for Children,Swimwear,"{'Brand Name': {'FENICAL': 1}, 'Gender': {'Girls': 1}}"
690,sporlike One Pieces Swimsuit Women Sexy Bandage Hollow Swimwear Ruffle Backless Monokini Solid Padded Swimming Suit Swim Wear,Swimwear,"{'Brand Name': {'sporlike': 1}, 'Pattern': {'Solid': 1}}"
691,NAKIAEOI 2018 New One Piece Swimsuit Women Vintage Bathing Suits Plus Size Swimwear Beach Padded Print Polka Black Swim Wear 4XL,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'NAKIAEOI': 1}}"
692,CUPSHE Pink Detail It All Thong Bikini Set Women Summer Sexy Halter Two Pieces Swimsuit 2018 New Girl Beach Cutout Swimwear,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'CUPSHE': 1}}"
693,MUQGEW Women Bikini Set 2018 Floral Padded Bikinis Sexy Push Up Swimwear Female Swimsuit Bathing Suit Brazilian Bandage Biquini,Swimwear,"{'Gender': {'Women': 1}, 'Model Number': {'Swimsuit': 1}, 'Brand Name': {'MUQGEW': 1}}"
694,Girls Swimwear One Pieces Swimsuit for Children Lovely Penguin Print Zipper Front Swimming Clothes Set Bathing Suit UV Swim Wear,Swimwear,"{'Gender': {'Girls Swimwear': 1}, 'Feature': {'Swimsuit for Children': 1, 'Swimming Clothes Set': 1, 'Bathing Suit': 1, 'UV Swim Wear': 1}}"
695,Belleziva New Women Sexy Two Piece Swimwear Floral Stripe Print Bathing Suit Romper Bather Beach Bikinis Set Swimsuit Biquinis,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Floral': 1}}"
696,MUQGEW Push-up Bra Bikini Set 2018 Plus Size Swimwear Swimsuit Women Sexy Brazilian Bikini Push Up Swimsuit Biquini Beachwear,Swimwear,"{'Gender': {'Women': 1}, 'Model Number': {'Swimsuit': 1}, 'Brand Name': {'MUQGEW': 1}}"
697,2018 Women Sport Swimwear Skirt Long Sleeves Solid Two Pieces Sexy Swimsuit Ladies Beach Surfing Suits Long Pants Bathing Suits ,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'n/a': 1}, 'Pattern': {'Solid': 1}}"
698,Riseado 2018 Sexy Lace Swimwear Women One Piece Swimsuits Solid Ladies Swim Wear Open Back Hollow Out Bathing Suits,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}, 'Brand Name': {'Riseado': 1}, 'Feature': {'Lace': 1}, 'Style': {'Sexy': 1}}"
699,Lunamy Pretty And Lovely Children/Kids Swimwear Vintage Print Short Sleeve Skirt Little Baby Girls Two Pieces Beach Swimsuits,Swimwear,"{'Brand Name': {'Lunamy': 1}, 'Pattern': {'Print': 1}, 'Gender': {'Girls': 1}}"
700,2017 New High Quality Summer Zipper Print &amp; Solid Patchwork Long Sleeves Surfing Swimsuit Women One Pieces Swimwear Snorkeling,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Patchwork': 1}}"
701,UMLIFE Swimwear Men&#39;s Briefs Swimsuit Breathable Swimming Trunks Sunga Mens Sport Briefs Beach Boxer Shorts Male Swim Suits ,Swimwear,"{'Gender': {'Men': 1}, 'Brand Name': {'UMLIFE': 1}}"
702,Summer Cool Men Skull Print Letter Swimming Beach Briefs Surf Bathing Suits Swimwear For Man Swimsuits Bikini,Swimwear,"{'Gender': {'Men': 1}, 'Pattern': {'Print': 1}}"
703,NAKIAEOI One Piece Swimsuit 2018 New Plus Size Swimwear Women Vintage Bathing Suits Summer Beach Wear Zipper Padded Swimming 4XL,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'NAKIAEOI': 1}, 'Model Number': {'n/a': 1}, 'Style': {'Swimwear Women': 1}}"
704,Women Bikinis Set Pushed Up Paded Bra Women Swimwear Back Adjustable Hasp Swimsuits Women Bathing Suits Beachwear,Swimwear,"{'Pattern': {'n/a': 1}, 'Model Number': {'Bikinis Set': 1}, 'Gender': {'Women': 1}}"
705,CUPSHE Flora Print High Waist Bikini Set Women V-neck Backless Two Pieces Swimwear 2018 New Girl Beach Bathing Suits Swimsuits,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'CUPSHE': 1}}"
706,Raintropical Push Up 2018 New Halter Women Swimwear Plus Size One Piece Swimsuit Female Dot Bathing Suits Beach Wear Monokini,Swimwear,"{'Pattern': {'Dot': 1}, 'Gender': {'Women': 1}, 'Brand Name': {'Raintropical': 1}, 'Season': {'n/a': 1}}"
707,4xl-8xl Plus Size Swimsuits Women Two Pieces Print Big Girl Swimming Suits Push Up Bathing Suit Big Cup 3 Colors Beach Wear 1685,Swimwear,"{'Gender': {'Women': 1}, 'Model Number': {'1685': 1}, 'Pattern': {'Print': 1}}"
708,M&amp;M New Sexy Lace One Piece Swimsuit 2018 Swimwear Women Black Monokini Solid Bodysuits  Sexy Beach Wear Maillot de Bain Femme,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}, 'Brand Name': {'M&amp;M': 1}}"
709,Taddlee Brand Swimwear Men Swimming Briefs Bikini Gay Penis Pouch WJ Sexy Man Surfing Board Trunks Shorts Low Rise Swimsuits New,Swimwear,"{'Gender': {'Men': 1}, 'Description': {'n/a': 1}}"
710,4 color sport Shorts Men Swimwear men Swimsuit swim Patchwork swimming suit Trunks beach Briefs men maillot de bain homme 470,Swimwear,"{'Pattern': {'Patchwork': 1}, 'Gender': {'Men': 1}, 'Model Number': {'470': 1}}"
711,VGTOWN Super Plus Size 6XL Swimwear Women Sexy Two Pieces Swimsuit Swimming Suit Floral Beach Dress Tankini Bathing Suit,Swimwear,"{'Brand Name': {'VGTOWN': 1}, 'Gender': {'Women': 1}, 'Feature': {'n/a': 1}}"
712,Girls Swimwear Mermaid Princess One Pieces Swimsuit Kids Dots Swimming Suit For Girl Children Bathing Suit,Swimwear,"{'Pattern': {'Dot': 1}, 'Gender': {'Girls': 1}}"
713,Summer Beach Swimwear Women Swimsuit One Piece Bikini Set Sexy Bandeau Bikinis With Choker Red Bathing Suit Sex Pool Wear B164,Swimwear,"{'Gender': {'Women': 1}, 'Model Number': {'B164': 1}, 'Season': {'Summer': 1}}"
714,VGTOWN Print Gradient Swimwear Woman Tankini bikini Plus Size 5XL High Waist Two Pieces Swimdress With Short Swimsuits Bathing,Swimwear,"{'Brand Name': {'VGTOWN': 1}, 'Pattern': {'Print': 1}}"
715,Riseado Sexy Cut Out One Piece Swimsuit Female Floral Printing Swimwear Women 2019 Zipper Summer Bathing Suits Beachwear,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'Riseado': 1}, 'Pattern': {'Floral': 1}, 'Model Number': {'n/a': 1}, 'Feature': {'Floral Printing': 1}, 'Style': {'Sexy': 1}}"
716,2018 Men Swim Shorts Swimwear Men Sports Suit Summer Bathing Underpants for Male Boy Beach Briefs Sunga Stroj Kapielowy Badpak,Swimwear,"{'Gender': {'Men': 1}, 'Feature': {'Men Swim Shorts': 1, 'Sports Suit': 1}}"
717,One Pieces Children&#39;s Swimwear New 2018 Baby Girls Swimsuit Hot Unicorn Summer Princess Unicorn Beachwear Bathing Suit CZ884,Swimwear,"{'Gender': {'Girls': 1}, 'Model Number': {'CZ884': 1}}"
718,HolaSukey One Pieces Swimsuit Women 2018 New Bikinis Halter top Bikini Patchwork Swimwear Women Monokini Maillot De Bain Biquini,Swimwear,"{'Brand Name': {'HolaSukey': 1}, 'Gender': {'Women': 1}, 'Pattern': {'n/a': 1}}"
719,ROSAKINI Children Swimwear Girls Swimsuit 2017 Summer Kids Girl Bikini Cherry Printed Biquini Infantil Girl Swimsuit One Pieces,Swimwear,"{'Brand Name': {'ROSAKINI': 1}, 'Pattern': {'Print': 1}, 'Gender': {'Girls': 1}}"
720,CUPSHE Green Ruffles Solid Bikini Set Women Bowknot Plain Thong Bikini Swimwear 2018 Girl Sexy Beach Bathing Suit Swimsuits,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'CUPSHE': 1}, 'Pattern': {'Solid': 1}, 'Color': {'Green': 1}}"
721,Raintropical Women One Piece Swimsuit 2018 New Sexy Swimwear Female Vintage Swimsuit Plus Size Bathing Suits Summer Beach Wear ,Swimwear,"{'Brand Name': {'Raintropical': 1}, 'Season': {'Summer': 1}}"
722,Babe One Piece Swimsuit Monster Pattern Swimwear Girls One-Piece Swimsuits Bathing Suit Beachwear Kids&#39; Bikini Baby One Pieces,Swimwear,"{'Gender': {'Girls': 1}, 'Brand Name': {'n/a': 1}}"
723,Taddlee Brand Sexy Mens Swimwear Swimsuits Low Waist Swimming Boxer Trunks Men Swim Shorts Gay Surf Board Shorts Swim Briefs,Swimwear,"{'Gender': {'Men': 1}, 'Description': {'Sexy Mens Swimwear': 1, 'Men Swim Shorts Gay': 1}}"
724,MUQGEW 2018 Newest Women Blouson Floral Sporty Tankini Set Swimwear Two Piece Swimsuit Bikini  Sexy Bikini Bathing Suit,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Floral': 1}, 'Model Number': {'Swimsuit': 1}, 'Brand Name': {'MUQGEW': 1}}"
725,Swimwear Girls Kids One Pieces Short Sleeved Striped Zipper Pink Swimming Suit for Toddler Girl Floral Children Bathing Suit ,Swimwear,"{'Pattern': {'Striped': 1}, 'Gender': {'Swimwear Girls': 1}, 'Feature': {'Swimming Suit for Toddler Girl': 1, 'Children Bathing Suit': 1}}"
726,Riseado 2018 One Piece Swimsuit Solid Sexy Swimwear Women Navy Strap Swim Wear Summer Beachwear Bathing Suits,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'Riseado': 1}, 'Pattern': {'Solid': 1}, 'Style': {'Sexy': 1}, 'Season': {'Summer Beachwear': 1}}"
727,2018 New Model 3-10Year Old Girls One Pieces Swimsuit Red with Dots Pattern Kids Sling Swimwear Swim Wear Children Bathing Suit,Swimwear,"{'Gender': {'Girls': 1}, 'Pattern': {'Dot': 1}}"
728,2018 Swimming Briefs V Shape Solid Swimsuit Brazilian Bikini Bottom Sexy Straps Bikini Brief Bottom Swimwear Trunks Underwear,Swimwear,"{'Style': {'Swimming Briefs': 1}, 'Feature': {'Bottom Swimwear': 1}}"
729,Men&#39;s swimsuit Swim Briefs Man Sexy Low Waist Swimming Trunks Male Multicolor Swimsuits,Swimwear,"{'Gender': {'Men': 1}, 'Color': {'n/a': 1}}"
730,2017 Kids Swimsuit Sizes Baby Girls One Piece Swimwear Bodysuit Children Beachwear Girl Sports Swim Suit Bathing Suit For Girls,Swimwear,"{'Gender': {'Girls': 1}, 'Style': {'2017 Kids Swimsuit': 1, 'Kids Swimsuit Sizes': 1}}"
731,Simple Solid Color Two Pieces Swimsuit Bikinis Set Sexy Tube Top Women Summer High Waist Bathing Beach Suit Body Suits,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}}"
732,Free Shopping Men&#39;s Trunks Print China Dragon Briefs Men&#39;s Swimsuit Swim Sport Shorts swimwear Plus Size 3XL Beach suit,Swimwear,"{'Gender': {'Men': 1}, 'Pattern': {'Print': 1}}"
733,CUPSHE Flowery Vale Print One-piece Swimsuit Deep V neck Summer Sexy Bikini Set Ladies Beach Bathing Suit Swimwear,Swimwear,"{'Pattern': {'Print': 1}, 'Brand Name': {'CUPSHE': 1}}"
734,CUPSHE Let Colors Burst Print One-piece Swimsuit Sexy High-waisted Bikini Set Ladies Beach Bathing Suit Swimwear with Cutout,Swimwear,"{'Pattern': {'Print': 1}, 'Brand Name': {'CUPSHE': 1}}"
735,Super Sexy Summer Women Bikinis Set Sexy Swimsuit Split Solid High Waist Bathing Suit With Push Up Cross Bandage Bikinis Set,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}}"
736,Children Swimming Suit Two Pieces Separate Bathing Suits Swimwear for Boys Cartoon Frog Print Long Sleeve Rash Guards Swimsuit,Swimwear,"{'Pattern': {'Cartoon': 1, 'Children Swimming Suit': 1}, 'Feature': {'Swimwear for Boys': 1, 'Long Sleeve Rash Guards': 1, 'Swimsuit': 1, 'Bathing Suit': 1}}"
737,JOCKMAIL sexy push up cup pad front enhancement brand Men Swimwear Gay Swimsuits Swim Briefs Bikini Sexy Men&#39;s Trunks Surf Board,Swimwear,"{'Brand Name': {'JOCKMAIL': 1}, 'Gender': {'Men': 1}}"
738,Riseado 2019 New Sexy One Piece Swimsuit Lace Ruffle Swimwear Women Floral Printing Bathing Suits Summer Beachwear,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'Riseado': 1}, 'Pattern': {'Print': 1}, 'Style': {'Sexy': 1}, 'Feature': {'Ruffle': 1}, 'Season': {'Summer Beachwear': 1}}"
739,TQSKK One Piece Swimsuit 2018 New Sexy Floral Swimwear Women Retro Female Print Swimsuit Summer Beach Wear Bathing Suit Monokini,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Print': 1}, 'Brand Name': {'TQSKK': 1}, 'Season': {'Summer': 1}}"
740,Neploe Pink Lace Print Bikini Set Patchwork Push Up Backless Low Waist Bathing Suit Women Sexy Two Pieces Female Swimwear 42285,Swimwear,"{'Model Number': {'42285': 1}, 'Brand Name': {'Neploe': 1}, 'Gender': {'Women': 1}, 'Pattern': {'Print': 1}}"
741,Dot Vintage Sexy High Waist Bikinis Set Women Retro Pinup Rockabilly Swimsuit Swimwear Push Up Bathing Suit Beachwear Bikini,Swimwear,"{'Pattern': {'Dot': 1}, 'Gender': {'Women': 1}}"
742,ALSOTO Swimwear Men&#39;s Swimming Trunks Men&#39;s Boxer Waist Mosaic Swim Pocket Shorts Briefs Beach Shorts Mayo Sunga Swim Suits,Swimwear,"{'Brand Name': {'ALSOTO': 1}, 'Gender': {'Men': 1}}"
743,3pcs 6-11 Years Girls Two Pieces Suits for Swimming Children Swimwear Kids Cartoon Bunny Rabbit Girl Swimsuits Summer Red Blue ,Swimwear,"{'Gender': {'Girls': 1}, 'Pattern': {'Cartoon': 1}, 'Model Number': {'Girls Two Pieces Suits': 1}}"
744,Riseado New Large Size One Piece Swimsuit Solid Sexy Push Up Swimwear Women Halter Shirred Bathing Suits Beachwear,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'Riseado': 1}, 'Pattern': {'Solid': 1}, 'Feature': {'Solid': 1}, 'Style': {'Sexy': 1}}"
745,DESMIIT Swim Briefs Men String Thong Swimsuit Gay Mens Bikini Swimwear Sexy Pouch Beach Bathing Suit For Man Swim Suit Wear,Swimwear,"{'Brand Name': {'n/a': 1}, 'Gender': {'Men': 1}}"
746,MUQGEW Bikini 2018 Printed Halter Bikini Set Push UP Swimsuit Women Swimwear Swimming Bathing Suit Vintage Beach Wear Biquinis,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Print': 1}, 'Model Number': {'Swimsuit': 1}, 'Brand Name': {'MUQGEW': 1}}"
747,INGAGA New 2019 Swimwear Women Sexy Mesh One Piece Swimsuit Halter Swimsuits Solid Bathing Suit Backless Beachwear,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'INGAGA': 1}, 'Feature': {'Sexy Mesh': 1}, 'Style': {'Sexy': 1}}"
748,Deep V One Pieces Swimsuit Solid Black White Bikini Set Sexy Strappy Swimwear High Waist Bathing Suit Beachwear Women,Swimwear,"{'Model Number': {'Swimwear': 1}, 'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}}"
749,Austinbem Swimwear Men Print Mens&#39;Swimming Trunks Mens Bathing Shorts Sungas De Praia Homens Gay Swimwear Swim Briefs 20302,Swimwear,"{'Model Number': {'203': 1}, 'Gender': {'Men': 1}, 'Pattern': {'Print': 1}}"
750,PENERAN Swimwear Men 2018 Swimsuit Man Swim Triangle Briefs Sexy Soft Comfortable Swimming Bathing Trunks Summer Beach Shorts S,Swimwear,"{'Gender': {'Men': 1}, 'Brand Name': {'PENERAN': 1}}"
751,Kophia 2018 Big Sale Sexy Bikinis Tassel Swimwear One Piece  Bikini Set Bathing Suits Swimsuit Multicolor Women Swimwear,Swimwear,"{'Gender': {'Women': 1}, 'Style': {'n/a': 1}}"
752,BAOHULU Swan Pattern Cute Kids Swimsuit Baby Girl Bathing Suit Girls Swimwear One Pieces Swim Wear for Children Bodysuit Bikini,Swimwear,"{'Brand Name': {'BAOHULU': 1}, 'Gender': {'Girls': 1}}"
753,BAOHULU Light Blue Girls Swimwear Cute Kids Swimsuit Swan Flamingo 2018 Baby Girl Bathing Suit One Pieces Swim Wear for Children,Swimwear,"{'Brand Name': {'BAOHULU': 1}, 'Gender': {'Girls': 1}}"
754,Onedoyee Men&#39;s Swimwear Cool Dragon 3D Print Men Swim Briefs Sexy Male Beach Wear High Elastic Swimming Trunks Shorts Men Boxer ,Swimwear,"{'Gender': {'Men': 1}, 'Pattern': {'Print': 1}}"
755,New Swimwear Men Swimsuit Sexy Swimming Trunks sunga Hot Mens Swim Briefs Beach Shorts mayo sungas de praia homens calzoncillos,Swimwear,"{'Gender': {'Men': 1}, 'Style': {'Swimming Trunks': 1}, 'Feature': {'n/a': 1}}"
756,CKAHSBI Sexy Swimsuit Men Briefs Mens Swimming Trunks Swim Briefs Nylon Swimwear Low Rise Bathing Suits L-XXL,Swimwear,"{'Brand Name': {'CKAHSBI': 1}, 'Gender': {'Men': 1}}"
757,MUQGEW Halter Swimsuit 2018 Sexy One Piece Swimsuit Women Patchwork Female Swimwear Push Up Bikini Set Brazilian Bather Monokini,Swimwear,"{'Gender': {'Women': 1}, 'Model Number': {'Swimsuit': 1}, 'Brand Name': {'MUQGEW': 1}}"
758,Veicool 2017 New Printed Swimwear Sports Swimsuit Women Bikini Sexy High Neck Bikinis Set Crop Bikini Top+Bottom,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Print': 1}, 'Model Number': {'Printed Swimwear': 1}}"
759,INGAGA Sports One Piece Swimsuit Patchwork Swimsuit Female U-back Swimwear Women Swimming Class Bathing Suits New 2019,Swimwear,"{'Gender': {'Women': 1}, 'Brand Name': {'INGAGA': 1}, 'Pattern': {'Patchwork': 1}, 'Feature': {'Patchwork': 1}, 'Style': {'Sports': 1}}"
760,2018 New Swimwear Tankini Women Vintage Solid Push Up Two Pieces Tankini Swimdress Beach Wear Bathing Suit,Swimwear,"{'Gender': {'Women': 1}, 'Pattern': {'Solid': 1}}"
761,Womail6 Colors Men&#39;s Gay Male Boxer Briefs Swimming Men&#39;s Shorts Swimming Swim Trunks Shorts Slim Sexy Swimwear Shorts Gifts 1PC,Swimwear,"{'Model Number': {'n/a': 1}, 'Gender': {'Men': 1}, 'Brand Name': {'Womail': 1}}"
762,Facecozy Men Summer Breathable Running Shorts Elastic Waistband Quick Dry Short Trousers Male Fitness Yoga Training Sport Shorts,Shorts,"{'Sport Type': {'Running': 1}, 'Gender': {'Men': 1}, 'Brand Name': {'Facecozy': 1}}"
763,PARGO Men Gym Sports Male Shorts For Fitness Crossfit Hombre Basketball Shorts Joggers Bodybuilding Sweatpants Running Shorts ,Shorts,"{'Sport Type': {'Running': 1}, 'Brand Name': {'PARGO': 1}, 'Gender': {'Men': 1}}"
764,Original New Arrival 2018 NIKE AS W NSW GYM VNTG CPRI 3/4 Length Women&#39;s Shorts Sportswear,Shorts,"{'Gender': {'Women': 1}, 'Model Number': {'n/a': 1}}"
765,2018 New Arrival Women Running Shorts Sport Shorts Fitness Gym Yoga Shorts Outside Mesh Shorts Two Layer Breathable Size S-XL,Shorts,"{'Sport Type': {'Running': 1}, 'Gender': {'Women': 1}}"
766,Women Workout 7/10 Length Shorts Breathable High Elastic Polyester Short Trousers Bodybuilding High Waist Fit Sweatpants YEL5080,Shorts,"{'Gender': {'Women': 1}, 'Model Number': {'YEL5080': 1}, 'Style': {'n/a': 1}}"
767,Vbiger Women Double-layer Yoga Shorts Quick-dry Running Shorts  2-in-1 Loose Yoga Shorts Breathable Fitness Shorts ,Shorts,"{'Sport Type': {'Running': 1}, 'Gender': {'Women': 1}, 'Brand Name': {'Vbiger': 1}}"
768,Running Shorts Men Fitness Leggins Short Compression Tights Athleticmen&#39;s Sport Running Crossfit Soccer Undercover Jogging,Shorts,"{'Gender': {'Men': 1}, 'Sport Type': {'Running': 1}}"
769,DIQIAN Bodybuilding Men Sport Elastic Sexy Shorts Underwear Fitness Breathable 5 Colors Male Running Shorts Underpants SIze 3XL,Shorts,"{'Sport Type': {'Running': 1}, 'Gender': {'Men': 1}, 'Brand Name': {'DIQIAN': 1}}"
