category,key,value,frequency,context/filter
Safety Mask,Gender,Girls,2,filter
Safety Mask,Gender,Men and Women,1,filter
Safety Mask,Gender,unisex,2,filter
Safety Mask,Gender,Men & Women,1,filter
Safety Mask,Gender,Women,6,filter
Safety Mask,Gender,"Women, Men",1,filter
Safety Mask,Gender,Men,1,context
Safety Mask,Gender,Girls',2,filter
Safety Mask,Gender,Women and Girls,1,context
Safety Mask,Gender,Boys’,1,context
Safety Mask,Net content,3-pack,4,filter
Safety Mask,Net content,4pk,1,context
Safety Mask,Net content,1 Pack,1,context
Safety Mask,Net content,50Pcs,2,context
Safety Mask,Net content,50 Pack,2,context
Safety Mask,Net content,Pack of 3,6,filter
Safety Mask,Net content,3-Pack,3,filter
Safety Mask,Net content,Pack of 100,3,context
Safety Mask,Net content,3 Boxes (150 Masks),1,context
Safety Mask,Net content,3 Pack,4,filter
Safety Mask,Net content,2-Piece,2,context
Safety Mask,Net content,50,4,filter
Safety Mask,Net content,1pcs,1,context
Safety Mask,Net content,PACK OF 4,1,context
Safety Mask,Net content,50pcs,4,filter
Safety Mask,Net content,4 Pack,1,context
Safety Mask,Net content,5 pcs,1,context
Safety Mask,Net content,Pack of 50,4,filter
Safety Mask,Net content,Pack of 5,2,context
Safety Mask,Net content,4 Pcs,1,context
Safety Mask,Net content,6 Pcs,1,context
Safety Mask,Net content,10 PCS,1,context
Safety Mask,Net content,20PC,1,context
Safety Mask,Net content,6,1,context
Safety Mask,Net content,6 Pack,3,filter
Safety Mask,Net content,2-Pack,3,filter
Safety Mask,Net content,1 pack,1,context
Safety Mask,Net content,9 Pack,1,context
Safety Mask,Net content,50 PCS,1,context
Safety Mask,Net content,50 Pcs,3,filter
Safety Mask,Net content,12 Pack,2,context
Safety Mask,Net content,8pcs,1,context
Safety Mask,Net content,5 Pack,1,context
Safety Mask,Net content,Pack of 6,1,context
Safety Mask,Net content,20 Masks Pieces per Pack,1,context
Safety Mask,Net content,50 Piece Pack,1,context
Safety Mask,Net content,50CT,1,context
Safety Mask,Net content,50 Per Box,1,context
Safety Mask,Net content,100PCS,1,context
Safety Mask,Net content,Pack of 10,1,context
Safety Mask,Net content,5Pcs,1,context
Safety Mask,Net content,10 Pack,1,context
Safety Mask,Net content,2PCS,1,context
Safety Mask,Net content,100 Pcs,1,context
Safety Mask,Net content,7 Pieces,1,context
Safety Mask,Net content,1 Pack (50 PCs),1,context
Safety Mask,Net content,Set of 2 (3 sheets x 2 sets),1,context
Safety Mask,Net content,Box of 25,1,context
Safety Mask,Net content,50 Pack/Box,1,context
Safety Mask,Net content,100 Pack,1,context
Safety Mask,Net content,1 PK,1,context
Safety Mask,Net content,20PCS,1,context
Safety Mask,Net content,30,1,context
Safety Mask,Net content,Pack of 2,1,context
Safety Mask,Net content,50 pack,1,context
Safety Mask,Net content,Mix1-5Pack,1,context
Safety Mask,Net content,48 Pack,1,context
Safety Mask,Net content,5 Pcs,1,context
Safety Mask,Net content,Pack of 1,1,context
Safety Mask,Net content,5,1,context
Safety Mask,Mask type,Fashionable Protection,1,context
Safety Mask,Mask type,Sport Face Cover / Sport Mask,1,context
Safety Mask,Mask type,Dust,2,context
Safety Mask,Mask type,Non-Surgical Safety,2,context
Safety Mask,Mask type,Paint Spray Resp,1,context
Safety Mask,Mask type,Protective PPE,4,filter
Safety Mask,Mask type,Cloth,17,filter
Safety Mask,Mask type,Fabric,7,filter
Safety Mask,Mask type,Wind Protective Anti-Dust Outdoor Sports,1,context
Safety Mask,Mask type,Outdoor,2,context
Safety Mask,Mask type,Mouth Cover,2,filter
Safety Mask,Mask type,Fashion Protective,2,filter
Safety Mask,Mask type,Bandana,1,context
Safety Mask,Mask type,Water Repellent Pleated Style,2,filter
Safety Mask,Mask type,Handkerchief,1,context
Safety Mask,Mask type,Protection,1,context
Safety Mask,Mask type,Over Head,1,context
Safety Mask,Mask type,Seamless Headwear,2,filter
Safety Mask,Mask type,Protective,2,filter
Safety Mask,Mask type,CPR Emergency Face Shield with One-Way Valve Breathing Barrier for First Aid or AED Training,1,context
Safety Mask,Mask type,Pleated,1,context
Safety Mask,Mask type,Community Wear,1,context
Safety Mask,Mask type,Bandanas face scarf,1,context
Safety Mask,Mask type,Costume mask,1,context
Safety Mask,Mask type,Model FC1201F,1,context
Safety Mask,Mask type,Mouth and Nose Cover,1,context
Safety Mask,Mask type,Fashion,3,filter
Safety Mask,Mask type,Lightweight Breathable Protective Anti-Dust Facial Masks Health School Office,1,context
Safety Mask,Mask type,CPR Training Bag Valve Mask (BVM),1,context
Safety Mask,Mask type,M Cross Mask,1,context
Safety Mask,Mask type,Warm Face Protection for Outdoor,1,context
Safety Mask,Mask type,Bandanas,1,context
Safety Mask,Mask type,Face Protection,1,context
Safety Mask,Mask type,"Mouth Cover Mask for Home, Park, Office",1,context
Safety Mask,Mask type,Soft Stretch,1,context
Safety Mask,Mask type,Reversible,1,context
Safety Mask,Mask type,Fabric Cloth,1,context
Safety Mask,Mask type,General Purpose,1,context
Safety Mask,Mask type,General Use,1,context
Safety Mask,Mask type,Safety,1,context
Safety Mask,Mask type,Medical,1,context
Safety Mask,Mask type,Lite One Surgical,1,context
Safety Mask,Mask type,Air Filtration Face Protection Dust Mask,1,context
Safety Mask,Mask type,Face Safety,1,context
Safety Mask,Mask type,Club Masquerade Ball Party Facial Decoration Mardi Gras Mouth Jewelry,1,context
Safety Mask,Mask type,Sports,3,filter
Safety Mask,Mask type,Personal Protective Safety,1,context
Safety Mask,Mask type,Pleated Style,1,context
Safety Mask,Mask type,Outdoor Face Mask,1,context
Safety Mask,Mask type,"Suitable for Home, School, Office and Outdoors",1,context
Safety Mask,Mask type,Cloth Mask with Filter,1,context
Safety Mask,Mask type,Fabric Face Mask wih Air Mesh,1,context
Safety Mask,Mask type,Sports Mask,1,context
Safety Mask,Mask type,FLUIDSHIELD 3 Fog-Free Procedure Mask,1,context
Safety Mask,Mask type,Mouth Cover Protection,1,context
Safety Mask,Mask type,Pocket Resuscitator,1,context
Safety Mask,Mask type,Face Shield,1,context
Safety Mask,Mask type,with Breathing Valves,1,context
Safety Mask,Mask type,Windproof,1,context
Safety Mask,Mask type,Dust Mask,1,context
Safety Mask,Mask type,Fabric Protective Covers,1,context
Safety Mask,Mask type,Designer,1,context
Safety Mask,Mask type,CPR Mask with 2 Valves,1,context
Safety Mask,Reusability,Reusable,42,filter
Safety Mask,Reusability,Washable,14,filter
Safety Mask,Reusability,Disposable,26,filter
Safety Mask,Reusability,"Washable, Reusable",1,filter
Safety Mask,Reusability,Reusable Masks,1,filter
Safety Mask,Reusability,Washable and Reusable,1,filter
Safety Mask,Reusability,Single-Use,1,filter
Safety Mask,Reusability,Resuable ,1,filter
Safety Mask,Reusability,WASHABLE,2,filter
Safety Mask,Reusability, Reusable/Washable,1,filter
Safety Mask,Reusability,Reusable/Washable,1,context
Safety Mask,Reusability,Washable & Reusable,1,context
Safety Mask,Reusability,Eco-Friendly Reusable,1,context
Safety Mask,Material,Fabric,1,context
Safety Mask,Material,Nylon/Spandex,1,context
Safety Mask,Material,Assorted Light Gingham,1,context
Safety Mask,Material,100% Cotton,4,filter
Safety Mask,Material,Cotton,22,filter
Safety Mask,Material,Leather,1,context
Safety Mask,Material,Rhinestone,1,context
Safety Mask,Material,Cotton Fabric,3,filter
Safety Mask,Material,FABRIC,2,filter
Safety Mask,Material,100% Mulberry Silk,2,filter
Safety Mask,Material,cotton,1,context
Safety Mask,Material,Lace,2,filter
Safety Mask,Material,End-On-End,1,context
Safety Mask,Material,Non Woven,1,context
Safety Mask,Material,Nanofiber Lining,1,context
Safety Mask,Material,Activated Carbon,1,context
Safety Mask,Material,Woven,1,context
Safety Mask,Material,Non-Woven,1,context
Safety Mask,Material,100% cotton,1,context
Safety Mask,Material,Poly-Cotton Outer and 100% Cotton Inner,1,context
Safety Mask,Material,Organic Silk,1,context
Safety Mask,Material,COTTON,2,filter
Safety Mask,Material,Mesh,1,filter
Safety Mask,Material,Cotton Blend,1,filter
Safety Mask,Material,Sequins Glitter,1,context
Safety Mask,Material,100% Organic Cotton,1,context
Safety Mask,Material,SILK SATIN,1,context
Safety Mask,Material,Spandex,1,filter
Safety Mask,Material,Stretchy & Soft,1,context
Safety Mask,Material,100% Cotton Lining,1,context
Safety Mask,Material,Lace Pattern,1,context
Safety Mask,Material,Cotton Lining,1,context
Safety Mask,Material,Silk,1,context
Safety Mask,Material,Premium Quality Cotton,1,context
Safety Mask,Age range,kids,2,filter
Safety Mask,Age range,Kids,10,filter
Safety Mask,Age range,Youth/Adult,2,filter
Safety Mask,Age range,adult,3,filter
Safety Mask,Age range,Adult,18,filter
Safety Mask,Age range,Childrens,2,filter
Safety Mask,Age range,ADULT/CHILD,1,context
Safety Mask,Age range,Fits Men Women and Kids,1,context
Safety Mask,Age range,Women's,2,filter
Safety Mask,Age range,Kid,2,filter
Safety Mask,Age range,Adults,2,filter
Safety Mask,Age range,Women/Men/Children,2,filter
Safety Mask,Age range,Women,1,context
Safety Mask,Age range,Ages 3-6 Years,1,context
Safety Mask,Age range,Age 4-11,1,context
Safety Mask,Age range,For Children,1,context
Safety Mask,Age range,Kid's,1,context
Safety Mask,Age range,Teens,1,context
Safety Mask,Age range,Adult/Child & Infant,1,context
Safety Mask,Color,Smile Design,1,context
Safety Mask,Color,Blue,6,filter
Safety Mask,Color,Grey,1,context
Safety Mask,Color,Variety Colors,1,context
Safety Mask,Color,Prints and Colors,1,context
Safety Mask,Color,Black,22,filter
Safety Mask,Color,Olive Paradise/Blue Gem/ Five Pedals,1,context
Safety Mask,Color,First Communion,2,filter
Safety Mask,Color,Tye Dye Ombre,1,context
Safety Mask,Color,White,7,filter
Safety Mask,Color,Steampunk,1,context
Safety Mask,Color,Colorful,1,context
Safety Mask,Color,Black Grey Brown Royal Blue,1,context
Safety Mask,Color,Black Dust,2,filter
Safety Mask,Color,Teal Multicolor Butterfly,1,context
Safety Mask,Color,"FLORAL:BLUE, BLACK,PINK",1,context
Safety Mask,Color,White / Cream,1,context
Safety Mask,Color,Black/Black/Navy/Navy/Grey,1,context
Safety Mask,Color,Assorted Colors,1,context
Safety Mask,Color,Cat Design,1,context
Safety Mask,Color,Multicolor,4,filter
Safety Mask,Color,Charcoal,1,context
Safety Mask,Color,Assorted Solid,1,context
Safety Mask,Color,Black and Slate Grey,1,context
Safety Mask,Color,FLORAL:NAVY-BLUE-PINK,1,context
Safety Mask,Color,Black Flamingo,1,context
Safety Mask,Color,Clear,1,context
Safety Mask,Color,Anime Cartoon,1,context
Safety Mask,Color,Black Bandana,1,context
Safety Mask,Color,Black/Impressionista/Blue Star Medallion,1,context
Safety Mask,Color,Pink,4,filter
Safety Mask,Color,Printed Lace,1,context
Safety Mask,Color,"Donuts, Tie-Dye",1,context
Safety Mask,Color,White Print/Chambray,1,context
Safety Mask,Color,Color Set,1,context
Safety Mask,Color,Cute Heart Pattern,1,context
Safety Mask,Color,Cocoa,1,context
Safety Mask,Color,Multi Floral,1,context
Safety Mask,Color,Skull,1,context
Safety Mask,Color,Flat Blue,1,context
Safety Mask,Color,Navy,2,filter
Safety Mask,Color,Sunshine Design,1,context
Safety Mask,Color,"Tie-Dye, Marble Tie-Dye",1,context
Safety Mask,Color,Denim Tie Dye,1,context
Safety Mask,Color,5-Cartoons,1,context
Safety Mask,Color,Ordinary Mouth Mask,1,context
Safety Mask,Color,Partial Sequins Pink,1,context
Safety Mask,Color,Black (002)/Silver Chrome,1,filter
Safety Mask,Color,5 Colors,1,context
Safety Mask,Color,Pink Leopard,1,context
Safety Mask,Color,"GOLD, BLACK",1,context
Safety Mask,Color,BLACK,1,context
Safety Mask,Color,Black Embroidered Cross,1,context
Safety Mask,Color,Black/Navy/Gray,1,context
Safety Mask,Color,Embroidered Flowers,1,context
Safety Mask,Color,Custom,1,context
Safety Mask,Color,Gray,1,context
Safety Mask,Color,Emerald Green,1,context
Safety Mask,Color,Pitch Gray (013)/Silver Chrome,2,filter
Safety Mask,Color,Unicorn Design,1,context
Safety Mask,Color,Colour,1,context
Safety Mask,Color,Music Notes,1,context
Safety Mask,Color,Simple Floral,1,context
Safety Mask,Color,Champagne,1,context
Safety Mask,Color,Printed,1,context
Safety Mask,Color,Black Modern Floral,1,context
Safety Mask,Color,Shark Tooth,1,context
Safety Mask,Color,Blue/White,1,context
Safety Mask,Color,Designer Floral and Animal Patterns,1,context
Safety Mask,Color,Silver,1,context
Safety Mask,Color,Craymoji,1,context
Safety Mask,Specialty,Breathable,12,filter
Safety Mask,Specialty,Comfortable and Breathable,3,filter
Safety Mask,Specialty,Lightweight Breathable,1,filter
Safety Mask,Specialty,Anti Fogging,1,filter
Safety Mask,Specialty,Lightweight Ultra-Breathable,2,filter
Safety Mask,Specialty,Anti Dust,1,filter
Safety Mask,Specialty,Soft and Breathable,1,filter
Safety Mask,Specialty,Latex Free,1,filter
Safety Mask,Size,OSFA,1,filter
Safety Mask,Size,One Size,5,filter
Safety Mask,Size,Medium,6,filter
Safety Mask,Size,Adult Size,2,filter
Safety Mask,Size,Standard,2,filter
Safety Mask,Size,ONE SIZE,1,context
Safety Mask,Size,Size-Adjustable,1,context
Safety Mask,Size,S/M Size,1,context
Safety Mask,Size,M/L/XL,1,context
Safety Mask,Size,50PCS,1,context
Safety Mask,Size,Age 3-7,2,filter
Safety Mask,Size,50pcs,1,context
Safety Mask,Size,Specific Sizes,1,context
Safety Mask,Size,One Size Fits Most,1,context
Safety Mask,Size,Small/Medium,1,context
Safety Mask,Size,Extra Large,1,context
Safety Mask,Size,ADULT,1,filter
Safety Mask,Size,L/XL,1,context
Safety Mask,Size,"5.7x3.7""",1,context
Safety Mask,Size,Large,1,context
Safety Mask,Size,X-Small/Small,1,context
Safety Mask,Size,Adult/Child,1,context
Safety Mask,Size,Large/X-Large,1,filter
Safety Mask,Size,Regular,1,filter
Safety Mask,Size,Small Size,1,filter
Safety Mask,Size,"Adult: 6.5"" x 7"" (13"" straps)",1,context
Safety Mask,Certified grade,M Plus,1,filter
Safety Mask,Certified grade,RF6100-51,1,filter
Safety Mask,Certified grade,BFE99,1,filter
Safety Mask,Certified grade,PM2.5,1,filter
Safety Mask,Certified grade,BVM-3081-001,1,filter
Safety Mask,Certified grade,M2,1,filter
Safety Mask,Certified grade,KF94,1,filter
Safety Mask,Certified grade,L707,1,filter
Safety Mask,Package type,Individually Wrapped,3,filter
Safety Mask,Package type,Sealed Dispenser Box,1,filter
Safety Mask,Package type,Boxed,2,filter
Safety Mask,Package type,Mesh Bag,1,filter
Safety Mask,Layer,3-Ply,11,filter
Safety Mask,Layer,2 layer,1,context
Safety Mask,Layer,2 Layer,2,filter
Safety Mask,Layer,6 Layer,1,context
Safety Mask,Layer,Soft 3 Ply,1,context
Safety Mask,Layer,Filter Pocket,8,filter
Safety Mask,Layer,Built-In Filters,1,context
Safety Mask,Layer,Activated Carbon Filter Insert,1,context
Safety Mask,Layer,3 Layer Protection with 2 Cotton Layers & 1 Inner Silk Layer,1,context
Safety Mask,Layer,Two-layer,1,context
Safety Mask,Layer,3 Layer,6,filter
Safety Mask,Layer,Anti Air Dust Cover,1,context
Safety Mask,Layer,Filters,1,context
Safety Mask,Layer,Filter Pocket Wide Cover With Filter,1,context
Safety Mask,Layer,Thick 3-Layers,1,context
Safety Mask,Layer,3 Ply,3,filter
Safety Mask,Layer,3-Layer,6,filter
Safety Mask,Layer,2-Layer,2,filter
Safety Mask,Layer,w/filter pocket,1,context
Safety Mask,Layer,Replaceable Nanofiber Filter,2,filter
Safety Mask,Layer,99.9% Effective Carbon Filters,1,context
Safety Mask,Layer,4-Layers,1,context
Safety Mask,Layer,Double Layer,1,context
Safety Mask,Layer,Includes Filter,1,context
Safety Mask,Layer,Multilayer,1,context
Safety Mask,Layer,3-pack,1,context
Safety Mask,Layer,w/SO Soft Lining,1,filter
Safety Mask,Layer,Activated Carbon Filters,1,filter
Safety Mask,Layer,Filter Lining Shield,1,context
Safety Mask,Closure type,Nose Clip and Ear Loops,3,filter
Safety Mask,Closure type,Nose Wire,4,filter
Safety Mask,Closure type,Adjustable,10,filter
Safety Mask,Closure type,Adjustable Ear Loops & Nose Wire,3,filter
Safety Mask,Closure type,with/without Nose wire,1,context
Safety Mask,Closure type,Ear Loop,1,context
Safety Mask,Closure type,Nose Wire & Adjustable Earloops,1,context
Safety Mask,Closure type,Nose Bridge,1,filter
Safety Mask,Closure type,Nose Wired,1,filter
Safety Mask,Closure type,Adjustable Ear Loops,1,context
Safety Mask,Closure type,Adjustable Earloop,1,context
Safety Mask,Closure type,Elastic Earloops,1,context
Safety Mask,Closure type,Earloop,2,filter
Safety Mask,Closure type,Lanyard and Moldable Nose Pad,1,context
Safety Mask,Closure type,Adjustable Ear loops,1,context
Safety Mask,Closure type,ADJUSTABLE,2,filter
Safety Mask,Closure type,Adjustable to fit,2,filter
Safety Mask,Closure type,Secures Around Head and Neck,1,context
Safety Mask,Closure type,Adjustable Ear-Loops,1,context
Safety Mask,Closure type,Elastic Earloop,1,context
Safety Mask,Closure type,Adjustable Ear Strap,1,context
Safety Mask,Closure type,Pullout Comfort Earloop,1,context
Safety Mask,Closure type,Adjustable Nose Wire,1,context
Safety Mask,Closure type,Adjustable Strap,1,filter
Safety Mask,Closure type,Tie-On,1,context
Safety Mask,Country,Made in USA,8,filter
Safety Mask,Country,Made in the USA,1,filter
Safety Mask,Country,US,4,filter
Safety Mask,Country,Made In USA,1,filter
Safety Mask,Country,Made In Canada,1,filter
Safety Mask,Country,MADE IN USA,1,filter
Toothbrush,Brand,STKYGOOD,1,context
Toothbrush,Brand,Colgate 360,5,filter
Toothbrush,Brand,Piave,1,context
Toothbrush,Brand,EcoFrenzy,1,context
Toothbrush,Brand,Philips Sonicare Flexcare Plus,1,context
Toothbrush,Brand,Philips Sonicare,12,filter
Toothbrush,Brand,RADIUS,1,context
Toothbrush,Brand,Colgate,11,filter
Toothbrush,Brand,Brush with Bamboo,1,context
Toothbrush,Brand,Wowe Lifestyle,1,context
Toothbrush,Brand,Arm & Hammer Spinbrush PRO+,1,context
Toothbrush,Brand,Brush Buddies,2,context
Toothbrush,Brand,Trueocity,1,context
Toothbrush,Brand,JoJo Siwa Brite Beatz,1,context
Toothbrush,Brand,Doctor Plotka's Mouthwatchers,1,context
Toothbrush,Brand,Philips Sonicare 2 Series,2,filter
Toothbrush,Brand,Colgate Plus,1,context
Toothbrush,Brand,The Humble Co.,1,context
Toothbrush,Brand,Oral-B,8,filter
Toothbrush,Brand,Colgate Extra Clean,2,context
Toothbrush,Brand,Tom's of Maine,1,context
Toothbrush,Brand,Firefly,2,filter
Toothbrush,Brand,Arm & Hammer,5,filter
Toothbrush,Brand,Dr. Brown's,1,context
Toothbrush,Brand,RADIUS TOUR,1,context
Toothbrush,Brand,Oral-B Healthy Clean,1,context
Toothbrush,Brand,ARM & HAMMER,1,context
Toothbrush,Brand,Pursonic,1,context
Toothbrush,Brand,Disney's,3,filter
Toothbrush,Brand,Oral-B 7500,1,context
Toothbrush,Brand,Philips Sonicare DiamondClean Smart 9300,1,context
Toothbrush,Brand,Oral-b Vitality,1,context
Toothbrush,Brand,Spinbrush,2,context
Toothbrush,Brand,FridaBaby SmileFrida,1,context
Toothbrush,Brand,Nano,1,context
Toothbrush,Brand,Curaprox,1,context
Toothbrush,Brand,Philips Sonicare DiamondClean Smart 9500,1,context
Toothbrush,Brand,Philips Sonicare Healthywhite Plus,1,context
